,date,T2M,RH2M,PRECTOTCORR,WS2M,ALLSKY_SFC_SW_DWN,year,plant_name
333,20221130,26.73,77.75,0.38,1.06,3.9703,2022,Kasaragod Solar Park
334,20221201,26.31,70.3,0.01,1.41,5.3297,2022,Kasaragod Solar Park
335,20221202,27.3,76.16,1.04,1.34,4.4441,2022,Kasaragod Solar Park
336,20221203,27.14,79.85,1.29,1.21,5.1499,2022,Kasaragod Solar Park
337,20221204,27.53,78.67,4.05,1.07,4.9908,2022,Kasaragod Solar Park
338,20221205,27.34,75.97,1.36,1.29,4.7393,2022,Kasaragod Solar Park
339,20221206,27.54,75.12,0.42,1.22,4.5806,2022,Kasaragod Solar Park
340,20221207,27.04,69.66,0.28,0.97,3.4565,2022,Kasaragod Solar Park
341,20221208,26.26,62.87,0.07,1.17,4.3872,2022,Kasaragod Solar Park
342,20221209,26.09,62.37,1.67,1.46,3.1774,2022,Kasaragod Solar Park
343,20221210,26.22,76.8,5.35,2.78,2.9926,2022,Kasaragod Solar Park
344,20221211,25.83,84.08,22.05,4.17,1.6673,2022,Kasaragod Solar Park
345,20221212,25.97,85.71,19.05,2.14,1.8922,2022,Kasaragod Solar Park
346,20221213,26.22,86.25,10.52,3.7,3.5681,2022,Kasaragod Solar Park
347,20221214,26.47,83.88,2.42,2.57,3.5412,2022,Kasaragod Solar Park
348,20221215,26.37,81.07,0.72,1.5,5.5495,2022,Kasaragod Solar Park
349,20221216,25.68,69.4,0.0,1.06,5.8133,2022,Kasaragod Solar Park
350,20221217,26.05,70.79,0.0,1.05,5.5265,2022,Kasaragod Solar Park
351,20221218,26.7,74.37,0.05,1.52,4.3188,2022,Kasaragod Solar Park
352,20221219,26.54,73.2,0.28,1.36,5.0947,2022,Kasaragod Solar Park
353,20221220,26.22,67.11,0.06,1.59,4.9682,2022,Kasaragod Solar Park
354,20221221,26.68,68.46,0.0,1.26,5.6316,2022,Kasaragod Solar Park
355,20221222,26.0,57.82,0.0,1.07,5.9184,2022,Kasaragod Solar Park
356,20221223,26.05,60.55,0.0,1.29,5.8008,2022,Kasaragod Solar Park
357,20221224,26.22,67.4,0.0,1.66,5.7379,2022,Kasaragod Solar Park
358,20221225,26.72,69.68,0.26,1.86,4.859,2022,Kasaragod Solar Park
359,20221226,27.77,75.77,1.16,1.68,4.8053,2022,Kasaragod Solar Park
360,20221227,27.38,72.6,0.34,1.64,4.5173,2022,Kasaragod Solar Park
361,20221228,27.82,74.86,0.19,1.33,5.1197,2022,Kasaragod Solar Park
362,20221229,27.73,73.95,0.11,1.39,5.6054,2022,Kasaragod Solar Park
363,20221230,27.26,69.94,0.06,1.59,5.7504,2022,Kasaragod Solar Park
364,20221231,26.18,71.33,0.02,1.37,5.8577,2022,Kasaragod Solar Park
365,20240101,26.71,76.18,4.46,1.55,4.0831,2024,Kasaragod Solar Park
366,20240102,26.51,80.85,3.77,1.16,3.523,2024,Kasaragod Solar Park
367,20240103,26.16,83.67,6.63,1.28,2.2642,2024,Kasaragod Solar Park
368,20240104,25.82,87.06,24.3,1.21,1.5511,2024,Kasaragod Solar Park
369,20240105,26.7,81.48,8.62,1.6,3.7378,2024,Kasaragod Solar Park
370,20240106,26.91,80.02,11.56,1.34,4.2821,2024,Kasaragod Solar Park
371,20240107,26.9,73.91,1.37,1.54,4.1153,2024,Kasaragod Solar Park
372,20240108,26.86,78.64,12.73,1.97,3.4507,2024,Kasaragod Solar Park
373,20240109,26.38,85.48,42.45,1.83,3.4783,2024,Kasaragod Solar Park
374,20240110,26.51,76.22,0.29,2.03,4.9042,2024,Kasaragod Solar Park
375,20240111,26.74,70.01,0.0,1.64,5.5589,2024,Kasaragod Solar Park
376,20240112,26.56,67.13,0.0,1.93,5.8694,2024,Kasaragod Solar Park
377,20240113,26.87,69.07,0.0,1.37,5.4365,2024,Kasaragod Solar Park
378,20240114,26.98,72.72,0.0,1.76,5.5051,2024,Kasaragod Solar Park
379,20240115,26.74,78.37,0.06,1.68,5.3244,2024,Kasaragod Solar Park
380,20240116,26.46,76.43,0.02,1.7,5.0453,2024,Kasaragod Solar Park
381,20240117,26.6,74.0,0.05,1.38,5.1578,2024,Kasaragod Solar Park
382,20240118,26.53,78.55,0.23,2.11,4.4628,2024,Kasaragod Solar Park
383,20240119,26.6,77.44,0.05,1.6,5.1307,2024,Kasaragod Solar Park
384,20240120,26.95,77.93,0.04,1.83,4.9783,2024,Kasaragod Solar Park
385,20240121,27.16,76.16,0.0,1.96,5.5913,2024,Kasaragod Solar Park
386,20240122,27.03,75.52,0.0,2.23,5.4869,2024,Kasaragod Solar Park
387,20240123,26.42,74.8,0.0,2.53,5.6981,2024,Kasaragod Solar Park
388,20240124,26.02,75.15,0.0,2.33,5.9642,2024,Kasaragod Solar Park
389,20240125,26.05,73.08,0.0,2.12,5.7782,2024,Kasaragod Solar Park
390,20240126,26.73,71.29,0.01,1.82,5.7653,2024,Kasaragod Solar Park
391,20240127,26.85,68.38,0.0,2.2,6.1318,2024,Kasaragod Solar Park
392,20240128,26.95,69.28,0.0,2.13,6.1027,2024,Kasaragod Solar Park
393,20240129,27.15,66.97,0.0,1.63,5.701,2024,Kasaragod Solar Park
394,20240130,26.87,65.84,0.0,1.69,5.8526,2024,Kasaragod Solar Park
395,20240131,26.65,69.21,0.0,1.74,6.24,2024,Kasaragod Solar Park
396,20240201,26.29,74.85,0.0,2.74,6.3175,2024,Kasaragod Solar Park
397,20240202,26.05,75.32,0.0,2.72,6.4133,2024,Kasaragod Solar Park
398,20240203,26.98,71.99,0.0,1.93,5.6297,2024,Kasaragod Solar Park
399,20240204,27.94,70.33,0.02,2.17,5.3066,2024,Kasaragod Solar Park
400,20240205,27.97,68.51,0.0,1.88,6.2674,2024,Kasaragod Solar Park
401,20240206,28.13,67.5,0.0,1.62,6.5009,2024,Kasaragod Solar Park
402,20240207,28.07,67.99,0.0,1.74,6.5388,2024,Kasaragod Solar Park
403,20240208,27.86,68.85,0.0,1.94,5.9484,2024,Kasaragod Solar Park
404,20240209,28.22,70.51,0.0,1.63,6.3257,2024,Kasaragod Solar Park
405,20240210,28.33,68.13,0.01,1.99,6.3293,2024,Kasaragod Solar Park
406,20240211,28.51,69.75,0.01,2.07,6.4428,2024,Kasaragod Solar Park
407,20240212,28.77,63.36,0.0,2.1,6.721,2024,Kasaragod Solar Park
408,20240213,28.2,62.16,0.0,1.92,6.7202,2024,Kasaragod Solar Park
409,20240214,28.43,65.72,0.0,1.89,6.3996,2024,Kasaragod Solar Park
410,20240215,28.9,65.21,0.0,1.75,6.3271,2024,Kasaragod Solar Park
411,20240216,29.0,58.54,0.01,2.09,6.6941,2024,Kasaragod Solar Park
412,20240217,28.96,60.45,0.0,2.19,6.4567,2024,Kasaragod Solar Park
413,20240218,28.52,69.19,0.03,1.51,6.4265,2024,Kasaragod Solar Park
414,20240219,28.7,72.02,0.03,2.12,6.0322,2024,Kasaragod Solar Park
415,20240220,28.95,68.85,0.01,2.78,6.0403,2024,Kasaragod Solar Park
416,20240221,28.43,66.03,0.0,3.09,6.6362,2024,Kasaragod Solar Park
417,20240222,27.61,69.49,0.0,3.21,6.8633,2024,Kasaragod Solar Park
418,20240223,27.36,68.39,0.0,2.99,6.8568,2024,Kasaragod Solar Park
419,20240224,27.32,67.31,0.0,2.86,6.6984,2024,Kasaragod Solar Park
420,20240225,27.85,69.46,0.0,2.37,5.9047,2024,Kasaragod Solar Park
421,20240226,29.17,63.93,0.0,2.22,6.654,2024,Kasaragod Solar Park
422,20240227,29.57,62.83,0.01,2.33,6.8261,2024,Kasaragod Solar Park
423,20240228,29.53,68.72,0.07,2.16,6.7274,2024,Kasaragod Solar Park
424,20240229,29.38,66.58,0.13,2.01,6.6547,2024,Kasaragod Solar Park
425,20240301,29.42,62.68,0.05,2.0,6.145,2024,Kasaragod Solar Park
426,20240302,29.24,64.27,0.05,2.05,6.155,2024,Kasaragod Solar Park
427,20240303,29.29,67.9,0.07,2.99,6.3031,2024,Kasaragod Solar Park
428,20240304,29.09,67.5,0.02,3.5,6.4586,2024,Kasaragod Solar Park
429,20240305,29.24,63.99,0.0,3.29,6.5897,2024,Kasaragod Solar Park
430,20240306,29.05,63.9,0.0,3.3,6.3144,2024,Kasaragod Solar Park
431,20240307,28.98,63.32,0.0,3.2,6.5659,2024,Kasaragod Solar Park
432,20240308,29.18,60.84,0.0,3.08,6.8294,2024,Kasaragod Solar Park
433,20240309,29.16,64.45,0.0,2.04,6.8095,2024,Kasaragod Solar Park
434,20240310,29.08,65.96,0.01,2.08,6.6355,2024,Kasaragod Solar Park
435,20240311,29.45,65.78,0.05,2.21,6.2407,2024,Kasaragod Solar Park
436,20240312,29.56,67.09,0.01,2.28,6.1118,2024,Kasaragod Solar Park
437,20240313,29.27,70.24,0.02,2.19,5.7835,2024,Kasaragod Solar Park
438,20240314,29.17,68.52,0.05,2.54,5.8409,2024,Kasaragod Solar Park
439,20240315,29.33,64.5,0.01,2.93,6.3648,2024,Kasaragod Solar Park
440,20240316,29.52,61.39,0.0,2.77,6.2695,2024,Kasaragod Solar Park
441,20240317,29.5,62.37,0.0,2.6,6.5616,2024,Kasaragod Solar Park
442,20240318,29.71,61.17,0.02,3.07,6.6322,2024,Kasaragod Solar Park
443,20240319,29.88,59.45,0.0,3.23,6.7044,2024,Kasaragod Solar Park
444,20240320,29.57,63.53,0.0,2.0,6.7858,2024,Kasaragod Solar Park
445,20240321,29.59,70.24,0.15,2.55,5.9446,2024,Kasaragod Solar Park
446,20240322,29.33,72.83,4.47,2.22,5.1053,2024,Kasaragod Solar Park
447,20240323,29.58,72.59,2.64,2.62,5.7859,2024,Kasaragod Solar Park
448,20240324,30.17,65.63,1.5,2.32,6.6154,2024,Kasaragod Solar Park
449,20240325,30.4,61.23,0.04,2.16,7.0306,2024,Kasaragod Solar Park
450,20240326,30.05,67.99,1.2,2.1,6.6221,2024,Kasaragod Solar Park
451,20240327,30.06,68.03,0.7,2.17,6.9125,2024,Kasaragod Solar Park
452,20240328,30.14,67.98,0.04,2.22,7.0822,2024,Kasaragod Solar Park
453,20240329,30.33,69.44,0.15,2.47,6.5712,2024,Kasaragod Solar Park
454,20240330,30.52,67.92,0.08,2.79,7.0512,2024,Kasaragod Solar Park
455,20240331,30.24,68.78,0.04,2.61,7.1662,2024,Kasaragod Solar Park
456,20240401,30.06,71.41,0.15,2.16,6.5842,2024,Kasaragod Solar Park
457,20240402,30.01,72.24,0.6,2.28,6.5688,2024,Kasaragod Solar Park
458,20240403,30.09,70.37,0.36,2.47,6.551,2024,Kasaragod Solar Park
459,20240404,30.68,65.15,0.01,2.56,7.1407,2024,Kasaragod Solar Park
460,20240405,30.53,67.68,0.04,2.62,6.6972,2024,Kasaragod Solar Park
461,20240406,31.13,66.68,0.09,2.5,6.8023,2024,Kasaragod Solar Park
462,20240407,30.55,69.93,0.18,2.24,6.5441,2024,Kasaragod Solar Park
463,20240408,31.11,64.48,0.02,2.19,7.1414,2024,Kasaragod Solar Park
464,20240409,31.15,64.89,0.05,2.15,7.0015,2024,Kasaragod Solar Park
465,20240410,31.47,62.55,0.06,2.27,7.127,2024,Kasaragod Solar Park
466,20240411,31.25,63.68,0.24,2.19,7.044,2024,Kasaragod Solar Park
467,20240412,31.41,61.62,0.3,2.17,6.1474,2024,Kasaragod Solar Park
468,20240413,31.09,62.45,1.48,2.27,6.3826,2024,Kasaragod Solar Park
469,20240414,31.1,66.78,1.57,2.04,6.7421,2024,Kasaragod Solar Park
470,20240415,31.66,66.14,0.68,2.5,6.9566,2024,Kasaragod Solar Park
471,20240416,31.03,69.63,0.34,2.41,6.9058,2024,Kasaragod Solar Park
472,20240417,30.72,70.86,0.24,2.47,5.5721,2024,Kasaragod Solar Park
473,20240418,30.42,73.0,0.43,2.63,6.2515,2024,Kasaragod Solar Park
474,20240419,30.24,75.46,3.06,2.46,5.5164,2024,Kasaragod Solar Park
475,20240420,29.67,77.07,5.62,1.42,3.1982,2024,Kasaragod Solar Park
476,20240421,30.14,74.3,0.4,1.96,6.4838,2024,Kasaragod Solar Park
477,20240422,29.81,77.7,0.98,2.4,5.9662,2024,Kasaragod Solar Park
478,20240423,30.16,73.58,0.27,2.51,6.8863,2024,Kasaragod Solar Park
479,20240424,30.34,71.01,0.35,1.64,7.0814,2024,Kasaragod Solar Park
480,20240425,30.93,68.86,0.07,2.27,6.9002,2024,Kasaragod Solar Park
481,20240426,30.97,70.08,0.82,2.53,7.0627,2024,Kasaragod Solar Park
482,20240427,30.87,69.64,0.69,2.57,7.3442,2024,Kasaragod Solar Park
483,20240428,31.08,69.61,0.51,2.29,7.0558,2024,Kasaragod Solar Park
484,20240429,31.21,69.04,0.82,2.13,7.1018,2024,Kasaragod Solar Park
485,20240430,30.64,72.75,0.7,2.28,6.175,2024,Kasaragod Solar Park
486,20240501,30.78,71.82,0.42,2.22,5.545,2024,Kasaragod Solar Park
487,20240502,31.16,68.79,0.28,2.45,6.3482,2024,Kasaragod Solar Park
488,20240503,30.85,68.4,0.45,2.58,5.2063,2024,Kasaragod Solar Park
489,20240504,29.87,68.07,1.26,2.62,6.7682,2024,Kasaragod Solar Park
490,20240505,30.2,68.22,0.13,2.66,7.1501,2024,Kasaragod Solar Park
491,20240506,30.57,68.89,0.29,2.48,6.2138,2024,Kasaragod Solar Park
492,20240507,30.49,72.64,2.25,2.34,5.1434,2024,Kasaragod Solar Park
493,20240508,29.19,78.35,2.87,1.88,5.6878,2024,Kasaragod Solar Park
494,20240509,30.2,72.84,1.11,2.48,5.4962,2024,Kasaragod Solar Park
495,20240510,29.66,71.85,2.42,1.64,6.0005,2024,Kasaragod Solar Park
496,20240511,29.85,75.87,4.64,1.76,5.6302,2024,Kasaragod Solar Park
497,20240512,29.76,77.55,7.54,2.02,5.2385,2024,Kasaragod Solar Park
498,20240513,29.52,80.96,12.62,1.57,3.7421,2024,Kasaragod Solar Park
499,20240514,29.35,80.87,7.6,1.6,5.6275,2024,Kasaragod Solar Park
500,20240515,29.78,76.19,3.66,1.91,6.0854,2024,Kasaragod Solar Park
501,20240516,29.43,79.44,8.92,1.68,5.2037,2024,Kasaragod Solar Park
502,20240517,29.27,81.86,11.13,1.59,4.9572,2024,Kasaragod Solar Park
503,20240518,28.97,82.61,7.75,2.17,4.3306,2024,Kasaragod Solar Park
504,20240519,28.25,86.89,12.98,3.28,4.4827,2024,Kasaragod Solar Park
505,20240520,27.99,89.26,43.14,3.07,2.9899,2024,Kasaragod Solar Park
506,20240521,28.37,84.48,12.78,2.57,5.4473,2024,Kasaragod Solar Park
507,20240522,28.95,85.54,39.42,3.04,4.92,2024,Kasaragod Solar Park
508,20240523,28.89,88.72,30.41,4.43,3.4538,2024,Kasaragod Solar Park
509,20240524,28.14,87.58,42.41,4.67,3.2052,2024,Kasaragod Solar Park
510,20240525,28.21,80.07,7.99,2.56,2.5344,2024,Kasaragod Solar Park
511,20240526,28.33,83.29,2.77,2.93,2.6258,2024,Kasaragod Solar Park
512,20240527,28.39,85.34,2.11,3.06,4.7666,2024,Kasaragod Solar Park
513,20240528,28.51,86.81,13.22,3.62,2.9506,2024,Kasaragod Solar Park
514,20240529,28.44,85.02,5.43,3.13,3.4913,2024,Kasaragod Solar Park
515,20240530,28.63,88.29,7.41,4.66,4.5506,2024,Kasaragod Solar Park
516,20240531,28.72,86.57,8.73,3.82,5.5757,2024,Kasaragod Solar Park
517,20240601,28.88,87.81,13.25,2.9,3.7363,2024,Kasaragod Solar Park
518,20240602,28.67,83.98,15.39,2.3,5.3172,2024,Kasaragod Solar Park
519,20240603,28.46,82.26,17.23,2.46,3.2371,2024,Kasaragod Solar Park
520,20240604,28.06,83.6,7.25,1.91,5.4662,2024,Kasaragod Solar Park
521,20240605,28.14,86.21,21.84,1.85,4.2965,2024,Kasaragod Solar Park
522,20240606,27.63,86.31,28.49,1.93,4.3687,2024,Kasaragod Solar Park
523,20240607,27.59,83.57,24.25,1.69,3.8522,2024,Kasaragod Solar Park
524,20240608,28.17,81.61,20.6,2.88,3.4939,2024,Kasaragod Solar Park
525,20240609,28.14,80.73,28.32,3.67,3.3154,2024,Kasaragod Solar Park
526,20240610,27.92,83.27,18.59,2.82,3.2897,2024,Kasaragod Solar Park
527,20240611,28.17,80.2,9.67,2.94,3.4342,2024,Kasaragod Solar Park
528,20240612,27.4,77.75,9.6,2.97,2.8217,2024,Kasaragod Solar Park
529,20240613,27.99,78.1,10.98,1.8,3.1037,2024,Kasaragod Solar Park
530,20240614,28.03,84.44,13.83,1.81,5.3251,2024,Kasaragod Solar Park
531,20240615,27.81,85.75,6.77,2.16,5.1682,2024,Kasaragod Solar Park
532,20240616,27.85,85.83,13.57,1.87,4.422,2024,Kasaragod Solar Park
533,20240617,27.23,84.12,11.16,1.48,4.517,2024,Kasaragod Solar Park
534,20240618,27.66,82.76,7.11,1.41,4.3783,2024,Kasaragod Solar Park
535,20240619,27.69,83.44,10.74,1.93,4.6068,2024,Kasaragod Solar Park
536,20240620,28.06,84.15,10.21,2.81,3.4872,2024,Kasaragod Solar Park
537,20240621,27.89,82.54,8.57,3.13,3.1778,2024,Kasaragod Solar Park
538,20240622,26.71,83.46,22.99,3.22,3.773,2024,Kasaragod Solar Park
539,20240623,26.37,84.75,30.29,4.12,3.4824,2024,Kasaragod Solar Park
540,20240624,26.69,85.21,21.53,4.15,3.9691,2024,Kasaragod Solar Park
541,20240625,27.19,81.79,47.08,4.47,3.5076,2024,Kasaragod Solar Park
542,20240626,27.29,84.45,62.91,3.87,2.0364,2024,Kasaragod Solar Park
543,20240627,26.95,82.22,20.09,3.18,1.8629,2024,Kasaragod Solar Park
544,20240628,27.21,83.78,7.48,2.83,4.3032,2024,Kasaragod Solar Park
545,20240629,27.28,86.68,28.98,2.64,4.0603,2024,Kasaragod Solar Park
546,20240630,26.66,90.37,22.47,1.85,2.3705,2024,Kasaragod Solar Park
547,20240701,26.56,88.58,17.88,2.61,1.7477,2024,Kasaragod Solar Park
548,20240702,26.98,88.24,5.5,1.63,3.4054,2024,Kasaragod Solar Park
549,20240703,27.58,90.68,28.15,2.19,3.222,2024,Kasaragod Solar Park
550,20240704,27.01,85.97,41.38,3.45,3.4975,2024,Kasaragod Solar Park
551,20240705,26.98,84.46,29.7,3.06,3.3941,2024,Kasaragod Solar Park
552,20240706,26.88,91.45,54.64,3.62,2.1826,2024,Kasaragod Solar Park
553,20240707,26.79,87.15,41.03,3.2,2.9736,2024,Kasaragod Solar Park
554,20240708,26.51,87.21,50.86,3.27,1.9018,2024,Kasaragod Solar Park
555,20240709,26.21,90.0,59.62,3.17,3.1282,2024,Kasaragod Solar Park
556,20240710,26.03,90.88,41.96,2.36,4.2398,2024,Kasaragod Solar Park
557,20240711,26.06,86.81,14.46,1.79,4.6068,2024,Kasaragod Solar Park
558,20240712,26.18,90.46,40.94,1.94,2.7396,2024,Kasaragod Solar Park
559,20240713,26.11,90.78,75.15,2.56,2.6532,2024,Kasaragod Solar Park
560,20240714,26.58,88.29,89.62,4.35,1.8521,2024,Kasaragod Solar Park
561,20240715,26.49,92.52,170.16,5.93,1.481,2024,Kasaragod Solar Park
562,20240716,26.4,90.49,64.42,4.99,1.5564,2024,Kasaragod Solar Park
563,20240717,26.64,90.13,52.72,4.61,1.7556,2024,Kasaragod Solar Park
564,20240718,26.37,90.09,94.03,4.96,1.2221,2024,Kasaragod Solar Park
565,20240719,26.5,92.32,54.12,3.9,1.6018,2024,Kasaragod Solar Park
566,20240720,26.59,90.9,29.06,3.43,3.3365,2024,Kasaragod Solar Park
567,20240721,26.47,91.11,21.0,3.15,2.743,2024,Kasaragod Solar Park
568,20240722,26.66,88.93,15.85,2.83,3.251,2024,Kasaragod Solar Park
569,20240723,26.38,88.81,35.41,2.63,2.712,2024,Kasaragod Solar Park
570,20240724,26.55,89.52,23.1,3.4,3.2328,2024,Kasaragod Solar Park
571,20240725,26.43,89.26,25.93,4.17,2.5018,2024,Kasaragod Solar Park
572,20240726,26.53,89.68,20.54,3.92,2.245,2024,Kasaragod Solar Park
573,20240727,26.71,90.96,9.85,3.13,4.2026,2024,Kasaragod Solar Park
574,20240728,26.84,89.67,12.17,3.21,2.9911,2024,Kasaragod Solar Park
575,20240729,26.9,91.59,61.35,3.11,2.9515,2024,Kasaragod Solar Park
576,20240730,26.36,92.84,147.55,2.95,1.0056,2024,Kasaragod Solar Park
577,20240731,26.32,90.43,94.14,3.35,2.297,2024,Kasaragod Solar Park
578,20240801,26.49,91.26,89.17,2.54,1.795,2024,Kasaragod Solar Park
579,20240802,26.41,88.77,30.69,2.6,1.872,2024,Kasaragod Solar Park
580,20240803,26.09,86.4,41.45,2.6,2.7984,2024,Kasaragod Solar Park
581,20240804,26.18,88.34,28.73,2.41,3.5746,2024,Kasaragod Solar Park
582,20240805,25.97,89.88,24.12,1.78,4.302,2024,Kasaragod Solar Park
583,20240806,25.34,91.23,57.24,2.37,2.639,2024,Kasaragod Solar Park
584,20240807,25.24,90.02,16.01,3.05,3.3444,2024,Kasaragod Solar Park
585,20240808,25.77,88.92,14.08,3.11,2.9326,2024,Kasaragod Solar Park
586,20240809,26.14,89.32,15.41,3.02,4.1038,2024,Kasaragod Solar Park
587,20240810,26.24,90.58,9.99,3.0,4.1621,2024,Kasaragod Solar Park
588,20240811,26.51,91.85,8.33,3.34,4.4378,2024,Kasaragod Solar Park
589,20240812,26.84,90.98,7.61,3.28,5.4924,2024,Kasaragod Solar Park
590,20240813,27.4,89.98,21.72,3.71,5.2224,2024,Kasaragod Solar Park
591,20240814,27.29,92.05,65.89,3.99,5.3198,2024,Kasaragod Solar Park
592,20240815,27.55,90.97,5.99,2.23,4.0886,2024,Kasaragod Solar Park
593,20240816,26.86,91.71,22.84,4.39,3.809,2024,Kasaragod Solar Park
594,20240817,26.1,93.71,14.85,4.89,3.7344,2024,Kasaragod Solar Park
595,20240818,26.71,90.36,9.15,2.46,4.8146,2024,Kasaragod Solar Park
596,20240819,26.45,92.8,9.79,2.95,4.2703,2024,Kasaragod Solar Park
597,20240820,26.09,91.72,42.01,3.05,4.8629,2024,Kasaragod Solar Park
598,20240821,26.57,90.95,44.28,4.06,4.7213,2024,Kasaragod Solar Park
599,20240822,26.64,90.74,18.91,3.35,4.4042,2024,Kasaragod Solar Park
600,20240823,26.66,90.05,2.28,2.84,4.4136,2024,Kasaragod Solar Park
601,20240824,26.32,90.36,23.4,3.03,4.1899,2024,Kasaragod Solar Park
602,20240825,26.26,89.83,18.18,3.35,3.4709,2024,Kasaragod Solar Park
603,20240826,26.78,87.87,20.02,3.46,3.8004,2024,Kasaragod Solar Park
604,20240827,26.82,87.95,14.73,2.89,4.1419,2024,Kasaragod Solar Park
605,20240828,26.71,88.14,18.53,2.89,3.3067,2024,Kasaragod Solar Park
606,20240829,26.87,89.84,17.94,3.23,2.1684,2024,Kasaragod Solar Park
607,20240830,26.89,91.55,13.41,2.61,3.5011,2024,Kasaragod Solar Park
608,20240831,26.71,89.93,19.02,3.49,2.873,2024,Kasaragod Solar Park
609,20240901,26.38,90.93,27.38,4.21,3.8206,2024,Kasaragod Solar Park
610,20240902,26.72,89.31,8.32,2.89,3.7308,2024,Kasaragod Solar Park
611,20240903,26.83,88.58,10.58,3.28,4.8422,2024,Kasaragod Solar Park
612,20240904,26.8,87.54,7.29,3.38,4.7412,2024,Kasaragod Solar Park
613,20240905,26.86,88.22,11.42,4.05,4.0985,2024,Kasaragod Solar Park
614,20240906,26.75,87.89,10.68,3.58,4.2065,2024,Kasaragod Solar Park
615,20240907,26.59,88.78,9.79,3.0,3.5918,2024,Kasaragod Solar Park
616,20240908,26.73,88.62,21.39,2.72,3.7099,2024,Kasaragod Solar Park
617,20240909,26.77,89.36,16.99,3.16,3.3271,2024,Kasaragod Solar Park
618,20240910,26.96,88.66,14.58,3.51,4.0594,2024,Kasaragod Solar Park
619,20240911,26.99,87.37,10.8,3.04,4.3853,2024,Kasaragod Solar Park
620,20240912,27.0,85.48,7.4,2.44,4.752,2024,Kasaragod Solar Park
621,20240913,26.87,85.44,4.76,2.5,5.3443,2024,Kasaragod Solar Park
622,20240914,26.58,87.85,6.43,2.3,4.5756,2024,Kasaragod Solar Park
623,20240915,26.83,87.22,5.6,2.71,5.003,2024,Kasaragod Solar Park
624,20240916,26.79,86.45,4.62,3.09,4.8778,2024,Kasaragod Solar Park
625,20240917,27.0,85.27,4.82,3.64,5.5608,2024,Kasaragod Solar Park
626,20240918,26.4,84.26,1.79,2.65,6.4246,2024,Kasaragod Solar Park
627,20240919,26.73,83.97,1.23,1.95,4.5425,2024,Kasaragod Solar Park
628,20240920,26.7,84.48,1.75,1.98,5.7818,2024,Kasaragod Solar Park
629,20240921,26.55,85.82,4.48,2.37,5.2682,2024,Kasaragod Solar Park
630,20240922,26.47,85.22,5.43,2.96,4.7023,2024,Kasaragod Solar Park
631,20240923,26.15,87.6,15.09,3.22,3.5306,2024,Kasaragod Solar Park
632,20240924,26.66,87.64,22.96,3.51,2.3546,2024,Kasaragod Solar Park
633,20240925,26.72,84.38,7.89,3.51,3.7099,2024,Kasaragod Solar Park
634,20240926,26.84,86.72,6.61,2.83,3.8964,2024,Kasaragod Solar Park
635,20240927,26.7,88.97,10.74,1.87,3.9259,2024,Kasaragod Solar Park
636,20240928,26.91,87.36,1.55,2.08,5.767,2024,Kasaragod Solar Park
637,20240929,27.13,88.77,6.6,2.89,4.6404,2024,Kasaragod Solar Park
638,20240930,27.01,88.2,21.82,2.36,5.3306,2024,Kasaragod Solar Park
639,20241001,27.5,87.72,2.52,1.38,5.3926,2024,Kasaragod Solar Park
640,20241002,27.34,87.96,1.81,1.61,5.4382,2024,Kasaragod Solar Park
641,20241003,27.07,86.93,2.04,1.23,4.0637,2024,Kasaragod Solar Park
642,20241004,26.85,87.48,4.79,1.14,4.4974,2024,Kasaragod Solar Park
643,20241005,26.88,84.43,4.64,0.96,3.8602,2024,Kasaragod Solar Park
644,20241006,26.6,85.12,30.37,1.32,4.0334,2024,Kasaragod Solar Park
645,20241007,26.8,83.61,34.68,1.94,4.7825,2024,Kasaragod Solar Park
646,20241008,26.12,88.67,10.87,2.22,4.8372,2024,Kasaragod Solar Park
647,20241009,26.75,90.2,9.12,4.08,4.939,2024,Kasaragod Solar Park
648,20241010,27.15,86.24,4.71,3.75,3.3646,2024,Kasaragod Solar Park
649,20241011,26.88,88.9,8.4,3.46,4.5346,2024,Kasaragod Solar Park
650,20241012,26.59,88.26,5.04,2.12,2.1785,2024,Kasaragod Solar Park
651,20241013,26.71,87.71,11.26,1.85,3.7073,2024,Kasaragod Solar Park
652,20241014,26.73,88.47,12.7,2.06,4.1129,2024,Kasaragod Solar Park
653,20241015,26.19,89.27,53.95,1.34,2.5495,2024,Kasaragod Solar Park
654,20241016,26.01,87.73,23.21,3.24,3.1838,2024,Kasaragod Solar Park
655,20241017,26.32,86.45,4.06,2.41,3.9211,2024,Kasaragod Solar Park
656,20241018,26.17,89.98,7.06,2.1,4.2679,2024,Kasaragod Solar Park
657,20241019,26.78,84.74,7.79,1.71,3.6744,2024,Kasaragod Solar Park
658,20241020,26.57,85.49,3.76,1.25,4.0265,2024,Kasaragod Solar Park
659,20241021,27.18,82.94,4.79,1.24,4.2708,2024,Kasaragod Solar Park
660,20241022,27.29,85.47,1.91,1.47,4.8732,2024,Kasaragod Solar Park
661,20241023,27.68,85.08,2.68,1.36,4.6776,2024,Kasaragod Solar Park
662,20241024,26.96,87.55,8.87,2.14,4.3452,2024,Kasaragod Solar Park
663,20241025,27.0,83.66,2.33,1.67,4.807,2024,Kasaragod Solar Park
664,20241026,27.21,81.83,0.37,1.28,5.513,2024,Kasaragod Solar Park
